Question,Answer,Source,Type
What is the acceleration vector of a curve C with respect to a parameter t?,The acceleration vector of a curve C with respect to a parameter t is the derivative of the velocity vector with respect to t.,FunktionerModul1.pdf,concept
What is the angle of curvature of a curve C at a point r(t)?,The angle of curvature of a curve C at a point r(t) is the angle between the tangent vector and the normal vector at that point.,FunktionerModul1.pdf,concept
What is the definition of the curvature of a curve C?,The curvature of a curve C is the inverse of the radius of the circle that best approximates the curve at a given point.,FunktionerModul1.pdf,concept
What is the difference between a curve and a surface?,"A curve is a one-dimensional object, while a surface is a two-dimensional object.",FunktionerModul1.pdf,concept
What is the equation of a sphere in three dimensions?,"The equation of a sphere in three dimensions is given by (x-a)^2 + (y-b)^2 + (z-c)^2 = r^2, where (a, b, c) is the center of the sphere and r is the radius.",FunktionerModul1.pdf,concept
What is the equation of a parabola in standard form?,"The equation of a parabola in standard form is given by y^2 = 4ax, where a is the coefficient of x in the vertex form of the equation y^2 = 2ax + b.",FunktionerModul1.pdf,concept
What is the equation of a hyperbola in standard form?,"The equation of a hyperbola in standard form is given by (x/a)^2 - (y/b)^2 = 1, where a and b are the coefficients of the equation in general form Ax^2 + By^2 + Cx + D = 0.",FunktionerModul1.pdf,concept
What is the equation of a line in slope-intercept form?,"The equation of a line in slope-intercept form is given by y = mx + b, where m is the slope and b is the y-intercept.",FunktionerModul1.pdf,concept
What is the equation of a line in standard form?,"The equation of a line in standard form is given by Ax + By = C, where A, B, and C are constants.",FunktionerModul1.pdf,concept
What is the equation of a circle in standard form?,"The equation of a circle in standard form is given by (x-h)^2 + (y-k)^2 = r^2, where (h, k) is the center and r is the radius.",FunktionerModul1.pdf,concept
What is the equation of a circle in parametric form?,"The equation of a circle in parametric form is given by x = h + r*cos(t), y = k + r*sin(t), where (h, k) is the center and r is the radius.",FunktionerModul1.pdf,concept
What is the equation of a parabola in vertex form?,"The equation of a parabola in vertex form is given by y = ax^2 + bx + c, where a, b, and c are constants and a is positive.",FunktionerModul1.pdf,concept
What is the equation of a hyperbola in vertex form?,"The equation of a hyperbola in vertex form is given by y = a/(x-h)^2 + k, where a, h, and k are constants and a is positive.",FunktionerModul1.pdf,concept
What is the equation of a line in polar coordinates?,"The equation of a line in polar coordinates is given by r = p + q*cos(θ) or r = p + q*sin(θ), where p and q are constants.",FunktionerModul1.pdf,concept
What is the equation of a circle in polar coordinates?,"The equation of a circle in polar coordinates is given by r = a(1+ε*cos(θ)) or r = a(1+ε*sin(θ)), where a is the radius and ε is the eccentricity.",FunktionerModul1.pdf,concept
What is the equation of a parabola in polar coordinates?,"The equation of a parabola in polar coordinates is given by r = p/((1+ε*cos(θ)) or r = p/((1+ε*sin(θ)), where p is the focus and ε is the eccentricity.",FunktionerModul1.pdf,concept
What is the equation of a hyperbola in polar coordinates?,"The equation of a hyperbola in polar coordinates is given by r = p/(ε*abs(cos(θ)) or r = p/(ε*abs(sin(θ)), where p is the focus and ε is the eccentricity.",FunktionerModul1.pdf,concept
The curve C defined by the equation C: 3.3 B^agl angle denoted by,"The curve C, denoted by the equation 3.3 B^agl angle is independent of the parameterization.",FunktionerModul1.pdf,definition
"The function r(t) = (2cos(t), 2sin(t), 5t) describes a circular helix curve C.",,FunktionerModul1.pdf,formula
The line integral ∫CfdS is given by,,FunktionerModul1.pdf,formula
The weight of the curve C is,The weight of the curve C is 13/2.,FunktionerModul1.pdf,fact
The function φ(t) = 1/(1+4t^2)^(3/2) is a primitive function to t^2 + 1.,,FunktionerModul1.pdf,formula
Task 3.12. Parameterize the curve,,FunktionerModul1.pdf,instruction
Circle: 2x^2 + 4x + 2y^2 = 6,,FunktionerModul1.pdf,list
"Line: y = 3x + 5, 0 ≤ x ≤ 3",,FunktionerModul1.pdf,list
Ellipse: x^2 + 4y^2 = 4,,FunktionerModul1.pdf,list
What is the definition of the angle of curvature b° agl° in the context of curve C?,"b° agl° angle is a parameter of curve C, but it is independent of the choice of parameterization. The function r(t) = (2cos(t), 2sin(t), 5t) describes a circular helix curve C. When 0 ≤ t ≤ 4π, the curve will originate at point (2, 0, 0) and then spiral around the cylinder x² + y² = 4t² with the endpoint at (2, 0, 20π). The derivative of r(t) is d r(t) = (-2sin(t), 2cos(t), 5), and the definition of b° agl° angle gives us the formula for the curve's speed, which is d r(t) = (-2sin(t), 2cos(t), 5).",FunktionerModul1.pdf,concept
What is the concept of line integral?,"Given a function f : C → R where C is a curve, if r(t) is a parameterization of curve C, then the summation of f(r(t)) is a function of one variable t, from a to b. If function f(r(t)) is continuous, the line integral is defined as ∫CfdS.",FunktionerModul1.pdf,concept
"Find the weight of the parabola y = x² with respect to the function f(x, y) = x.","Using the given parametrization r(t) = (t, t²) from 0 to 2, we have dr(t) = (1, 2t) and |dr(t)| = √(1 + 4t²). The weight is given by the expression ∫CfdS, which can be calculated using the primitive function φ(t) = 1/12(1 + 4t²)³/2. Therefore, ∫CfdS = [φ(t)]₂ = 1/12(27 - 1) = 13/2.",FunktionerModul1.pdf,concept
Parametrize the given curves:,"{'a': 'Circle: 2x² + 4x + 2y² = 6', 'b': 'Line: y = 3x + 5, from 0 to 3', 'c': 'Ellipse: x² + 4y² = 4'}",FunktionerModul1.pdf,concept
"What type of curve does a particle follow, and what is its speed, velocity, and acceleration at time t = 2 seconds, given that it moves along a curve in R² according to the equation r(t) = (2cos(πt), sin(πt)), where the unit is meters?","{'a': 'The curve that the particle follows is a circular helix.', 'b': ""At time t = 2 seconds, the particle's speed is |d r(t)/dt| = |(-2sin(2π), 2cos(2π))| = √(4sin²(2π) + 4cos²(2π) + 25) = √(29), its velocity is d r(t)/dt = (-2sin(2π), 2cos(2π)), and its acceleration is d² r(t)/dt² = (4cos(2π), -4sin(2π)).""}",FunktionerModul1.pdf,concept
"Given a particle moving in a plane according to the equation r(t) = (2cos(πt), sin(πt)), where the unit is meters, determine the type of curve the particle follows and its speed, velocity, and acceleration at time t = 2 seconds.","{'question': 'What is the type of curve a particle follows and its speed, velocity, and acceleration at time t = 2 seconds, given that it moves in a plane according to the equation r(t) = (2cos(πt), sin(πt)), where the unit is meters?', 'answer': {'a': 'The curve that the particle follows is a circular helix.', 'b': ""At time t = 2 seconds, the particle's speed is |d r(t)/dt| = |(-2sin(2π), 2cos(2π))| = √(4sin²(2π) + 4cos²(2π) + 25) = √(29), its velocity is d r(t)/dt = (-2sin(2π), 2cos(2π)), and its acceleration is d² r(t)/dt² = (4cos(2π), -4sin(2π)).""}}",FunktionerModul1.pdf,concept
What is the equation of the spiraling curve?,"(cos(2πt), sin(2πt), t) for t ∈ R",FunktionerModul1.pdf,formula
What is a function of multiple variables?,"A function of multiple variables, or a function in m variables, is a function that takes m vectors as input and returns a scalar value. The domain U and range R are defined as usual.",FunktionerModul1.pdf,concept
What is the image of a function of multiple variables?,"The image of a function of multiple variables is the subset of R defined by all scalars y such that there exists a vector (x₁, …, xₙ) in U that maps to y under the function.",FunktionerModul1.pdf,concept
What is the level set of a function of multiple variables?,"The level set of a function of multiple variables is the subset of U ×R defined by all (m+1)-tuples (x₁, …, xₙ, y) such that f(x₁, …, xₙ) = c.",FunktionerModul1.pdf,concept
What is a level curve of a function of two variables?,"A level curve of a function of two variables is the inverse image of a constant under the function, and is often a curve.",FunktionerModul1.pdf,concept
What is a level surface of a function of three variables?,"A level surface of a function of three variables is the inverse image of a constant under the function, and is often a surface.",FunktionerModul1.pdf,concept
What is the domain of a function of multiple variables?,The domain of a function of multiple variables is a subset of Rⁿ defined as the set of all n-vectors that map to a scalar under the function.,FunktionerModul1.pdf,concept
What is the range of a function of multiple variables?,The range of a function of multiple variables is the subset of R defined as the set of all scalars that can be the image of some n-vector in the domain under the function.,FunktionerModul1.pdf,concept
What is the graph of a function of multiple variables?,"The graph of a function of multiple variables is the subset of Rⁿ×R defined as the set of all (n+1)-tuples (x₁, …, xₙ, y) such that y = f(x₁, …, xₙ).",FunktionerModul1.pdf,concept
What is a level set of a function of two variables with the equation x² + y² = c?,The level set of a function of two variables with the equation x² + y² = c is a circle centered at the origin with radius √c.,FunktionerModul1.pdf,concept
What is a level set of a function of three variables with the equation x² + y² + z² = c?,The level set of a function of three variables with the equation x² + y² + z² = c is a sphere centered at the origin with radius √c.,FunktionerModul1.pdf,concept
What is a paraboloid?,A paraboloid is a surface defined by the equation z = x² + y².,FunktionerModul1.pdf,concept
What is the difference between a function of multiple variables and a function of one variable?,"A function of multiple variables takes multiple inputs and returns a single output, while a function of one variable takes a single input and returns a single output.",FunktionerModul1.pdf,concept
What is the definition of a continuous function in two variables?,"A continuous function in two variables is defined in an open neighborhood around a point (a, b), and its limit as (x, y) approaches (a, b) is equal to the value of the function at that point.",FunktionerModul1.pdf,concept
What is the definition of a limit of a function of two variables?,"The limit of a function f(x, y) as (x, y) approaches (a, b) is the value L if for every ε > 0, there exists δ > 0 such that for all (x, y) with |(x, y) - (a, b)| < δ, the value of f(x, y) is within ε of L.",FunktionerModul1.pdf,concept
What is the definition of continuity for a function of two variables?,"A function f(x, y) is continuous at (a, b) if its limit as (x, y) approaches (a, b) is equal to the value of the function at that point.",FunktionerModul1.pdf,concept
What are some examples of continuous functions?,"Polynomials, rational functions, root functions, trigonometric functions, exponential functions, and logarithmic functions are all continuous functions.",FunktionerModul1.pdf,concept
"Find the limits and derivatives of the function f(x, y) = x^2 + y^2 - 1.","To find the limit of f(x, y) as (x, y) approaches (a, b), we need to evaluate the limit of x^2 + y^2 - 1 as (x, y) approaches (a, b). Since this is a polynomial function, it is continuous everywhere, so the limit is equal to the value of the function at the point (a, b). To find the derivative of f(x, y), we can use partial derivatives.",FunktionerModul1.pdf,concept
"Sketch the level curves (contour lines) for the function f(x, y) = x^2 + y^2 - 1.","To sketch the level curves for the function f(x, y) = x^2 + y^2 - 1, we need to find the values of x and y that make the function equal to a constant value. Setting the function equal to a constant C, we have x^2 + y^2 = C+1. Solving for x and y, we get the equations of the circles centered at the origin with radius sqrt(C+1).",FunktionerModul1.pdf,concept
"Sketch the graph of the function f(x, y) = x^2 + y^2 - 1.","To sketch the graph of the function f(x, y) = x^2 + y^2 - 1, we can use the level curves we found earlier. Each level curve corresponds to a value of C, and the graph is the collection of all these circles.",FunktionerModul1.pdf,concept
Find the limits and derivatives of the following functions.,"To find the limits and derivatives of the following functions, we need to apply the definitions of limits and derivatives for functions of two variables. We may use partial derivatives to find the derivatives.",FunktionerModul1.pdf,concept
Determine where the following functions are continuous.,"To determine where the following functions are continuous, we need to check if their limits as (x, y) approaches (a, b) are equal to the value of the function at that point.",FunktionerModul1.pdf,concept
Determine where the following functions are continuous.,"To determine where the following functions are continuous, we need to check if their limits as (x, y) approaches (a, b) are equal to the value of the function at that point.",FunktionerModul1.pdf,concept
Is the set of continuous real-valued functions nontrivial?,The question is not explicitly stated in the text.,FunktionerModul1.pdf,concept
"What is the equation of the circle with center (2, 2) and radius 3?",(x-2)^2 + (y-2)^2 <= 9,FunktionerModul1.pdf,concept
"What are the polar coordinates of the circle with center (0, 0) and radius 4?","0 <= r <= 4, 0 <= theta <= 2pi",FunktionerModul1.pdf,concept
"What are the polar coordinates of the circle with center (0, 0) and radius 3, where 0 <= theta <= pi/4?","1 <= r <= sqrt(3), pi/4 < theta < 3pi/4",FunktionerModul1.pdf,concept
"What is the equation of the ellipsoid in rectangular coordinates with semi-axes a and b, and with its center at the origin?",x^2 + y^2 + z^2 <= a^2,FunktionerModul1.pdf,concept
"What are the polar coordinates of the ellipsoid with semi-axes a and b, and with its center at the origin?","0 <= r <= a, 0 <= phi <= pi/2, 0 <= theta <= 2pi",FunktionerModul1.pdf,concept
"What are the polar coordinates of the ellipsoid with semi-axes a and b, and with its center at (0, 0, z), where z >= 0?","0 <= r <= a, 0 <= phi <= pi/2, pi <= theta <= 2pi",FunktionerModul1.pdf,concept
"What are the polar coordinates of the ellipsoid with semi-axes a and b, and with its center at (0, 0, z), where z <= 0?","0 <= r <= a, pi/2 <= phi <= pi, 0 <= theta <= pi",FunktionerModul1.pdf,concept
"What are the coordinates of a point P in the open ball B with center (a, b) and radius r?",a^2 + b^2 <= r^2,FunktionerModul1.pdf,concept
"What is the equation of the plane in Cartesian coordinates with normal vector (a, b, c)?",x*a + y*b + z*c = 0,FunktionerModul1.pdf,concept
"What are the polar coordinates of the plane with normal vector (cos(theta), sin(theta), 0)?","0 <= r <= a, 0 <= phi <= 2pi, 0 <= theta <= 2pi",FunktionerModul1.pdf,concept
"What is the equation of the line in Cartesian coordinates with direction vector (a, b) and point (x0, y0)?",(x-x0)/a = (y-y0)/b,FunktionerModul1.pdf,concept
"What are the polar coordinates of the line with direction vector (cos(theta), sin(theta)) and point (r0, theta0)?",r = r0 +/- sqrt(a^2 + b^2)*abs(theta - theta0),FunktionerModul1.pdf,concept
What is the equation of the parabola y = ax^2 in polar coordinates?,r = a/(1 + theta^2),FunktionerModul1.pdf,concept
What is the equation of the hyperbola x^2/a^2 - y^2/b^2 = 1 in polar coordinates?,r = a/(sqrt(1 + (b^2/a^2)*tan^2(theta)) - 1),FunktionerModul1.pdf,concept
What is the equation of the hyperbola x^2/a^2 + y^2/b^2 = 1 in polar coordinates?,r = a/(sqrt(1 + (a^2/b^2)*tan^2(theta)) - 1),FunktionerModul1.pdf,concept
What is the equation of the hyperboloid of one sheet in rectangular coordinates with equation z = sqrt(x^2 + y^2 - a^2)?,x^2 + y^2 - z^2 = a^2,FunktionerModul1.pdf,concept
What is the equation of the hyperboloid of one sheet in polar coordinates with equation z = sqrt(r^2 - a^2*cos^2(theta))?,r^2 = a^2*(1 + sin^2(theta)),FunktionerModul1.pdf,concept
What is the equation of the hyperboloid of two sheets in rectangular coordinates with equation z = sqrt(x^2 + y^2 - a^2) or z = -sqrt(x^2 + y^2 - a^2)?,x^2 + y^2 - z^2 = a^2,FunktionerModul1.pdf,concept
What is the equation of the hyperboloid of two sheets in polar coordinates with equation z = sqrt(r^2 - a^2*cos^2(theta)) or z = -sqrt(r^2 - a^2*cos^2(theta))?,r^2 = a^2*(1 + sin^2(theta)) or r^2 = a^2*(1 - sin^2(theta)),FunktionerModul1.pdf,concept
"What is the equation of the ellipsoid in spherical coordinates with semi-axes a, b, and c?","r <= a, 0 <= theta <= pi/2, 0 <= phi <= 2pi",FunktionerModul1.pdf,concept
What is the equation of the sphere in spherical coordinates with radius r and center at the origin?,r = 0,FunktionerModul1.pdf,concept
"What is the equation of the sphere in spherical coordinates with radius r and center at (a, b, c)?",r^2 = (x-a)^2 + (y-b)^2 + (z-c)^2,FunktionerModul1.pdf,concept
What is the equation of the cylinder in Cartesian coordinates with axis parallel to the z-axis and radius r?,x^2 + y^2 = r^2,FunktionerModul1.pdf,concept
What is the equation of the cone in Cartesian coordinates with vertex at the origin and height h?,x^2 + y^2 = h^2,FunktionerModul1.pdf,concept
"What is the equation of the cone in Cartesian coordinates with vertex at (a, b, c) and axis parallel to the z-axis?",(x-a)^2 + (y-b)^2 = (z-c)^2,FunktionerModul1.pdf,concept
"What is the equation of the plane in spherical coordinates with normal vector (a, b, c)?",theta = arccos((a*r + b*sin(phi)*cos(theta) + c*sin(phi))/(sqrt(a^2 + b^2 + c^2)*r)),FunktionerModul1.pdf,concept
"What is the equation of the line in spherical coordinates with direction vector (a, b, c) and point (r0, theta0, phi0)?",r = r0 +/- sqrt(a^2 + b^2)*abs(theta - theta0) +/- sqrt(a^2*sin^2(phi0) + b^2*cos^2(phi0))*abs(phi - phi0),FunktionerModul1.pdf,concept
"Point P = (√5, 5) is not an element of the set C_3.",P is not a member of C_3.,FunktionerModul1.pdf,fact
"The parameterization of the curve r(θ) = (2cosθ, 2sinθ, -2cosθ)","The curve is parameterized by r(θ) = (2cosθ, 2sinθ, -2cosθ)",FunktionerModul1.pdf,definition
The set of points in the xy-plane where -3 ≤ y ≤ 1,A strip in the xy-plane,FunktionerModul1.pdf,list
The integral from 0 to 1 of 1 + 4π²dt equals 1 + 4π²,,FunktionerModul1.pdf,formula
What are nivå kurvor in a coordinate plane?,Nivå kurvor are lines in a coordinate plane for functions given by elements of R².,FunktionerModul1.pdf,concept
What are nivå kurvor in a coordinate plane for circular functions?,Nivå kurvor are circles around the origin in a coordinate plane.,FunktionerModul1.pdf,concept
What are nivå ytor in three-dimensional space?,Nivå ytor are ellipsoids around the origin in three-dimensional space.,FunktionerModul1.pdf,concept
What is the domain of all real numbers?,All points in the entirety of R².,FunktionerModul1.pdf,concept
What is the excluded value in the domain of R²?,"The point (0, 0) is excluded from the domain of R².",FunktionerModul1.pdf,concept
Why are functions given by elements of R² continuous?,Functions given by elements of R² are continuous because they are defined and have no breaks or jumps.,FunktionerModul1.pdf,concept
Rectangular coordinate system in a planet,Consists of an origin and two perpendicular coordinate axes.,F01-2024-2up.pdf,definition
What are the coordinates of a point in rectangular coordinates?,"Can be represented by the triplet (x, y)",F01-2024-2up.pdf,formula
Polar coordinates of a point,Consists of two coordinates: the distance to the origin (r) and the angle between the positive x-axis and the line from the origin to the point (θ),F01-2024-2up.pdf,definition
What are the polar coordinates of point P?,"(r, θ)",F01-2024-2up.pdf,question
What are the polar coordinates of point Q?,"(r, e)",F01-2024-2up.pdf,question
What are the polar coordinates of point R?,"(r, e)",F01-2024-2up.pdf,question
What are the polar coordinates of point S?,"(r, e)",F01-2024-2up.pdf,question
Relation between rectangular and polar coordinates of a point,"Given by the equation: x = r * cos(θ), y = r * sin(θ)",F01-2024-2up.pdf,formula
What is the relation between the rectangular and polar coordinates of point P?,"x = r * cos(θ), y = r * sin(θ)",F01-2024-2up.pdf,question
What is the relation between the rectangular and polar coordinates of point Q?,"x = 3 * cos(π/4), y = 3 * sin(π/4)",F01-2024-2up.pdf,question
What is the relation between the rectangular and polar coordinates of point R?,"x = 2 * cos(5π/4), y = 2 * sin(5π/4)",F01-2024-2up.pdf,question
What is the relation between the rectangular and polar coordinates of point S?,"x = r * cos(θ), y = r * sin(θ)",F01-2024-2up.pdf,question
Cylindrical coordinates of a point,"Consists of three coordinates: radial coordinate (r), polar angle (θ), and the z-coordinate (z)",F01-2024-2up.pdf,definition
What are the cylindrical coordinates of point P?,"(r, θ, z)",F01-2024-2up.pdf,question
What are the cylindrical coordinates of point Q?,"(, θ, z)",F01-2024-2up.pdf,question
What are the cylindrical coordinates of point R?,"(r, θ, 2)",F01-2024-2up.pdf,question
Point P in cylindrical coordinates,"(3, 0, 0)",F01-2024-2up.pdf,question
Point Q in cylindrical coordinates,"(5, 7/4, 0)",F01-2024-2up.pdf,question
Point R in cylindrical coordinates,"(0, π, 3)",F01-2024-2up.pdf,question
What is a rectangular coordinate system in a planet?,A rectangular coordinate system in a planet is a system that uses an origin and two perpendicular coordinate axes to specify the location of a point.,F01-2024-2up.pdf,concept
How can a point's location be described using rectangular coordinates?,A point's location in a rectangular coordinate system is described by specifying its coordinates along each of the coordinate axes.,F01-2024-2up.pdf,concept
What are the coordinates of a point in rectangular coordinates called?,The coordinates of a point in a rectangular coordinate system are called its x and y coordinates.,F01-2024-2up.pdf,concept
What are polar coordinates?,Polar coordinates are a way of describing a point's location in a plane using its distance from the origin and the angle between the positive x-axis and the line from the origin to the point.,F01-2024-2up.pdf,concept
What are the coordinates of a point in polar coordinates called?,The coordinates of a point in polar coordinates are called its radial distance r and its polar angle θ.,F01-2024-2up.pdf,concept
"What are the polar coordinates of points P, Q, R, and S?","P: (r, θ) = 
Q: (r, ε) = 
R: (r, ε) = 
S: (r, ε)",F01-2024-2up.pdf,concept
"Where are points P, Q, R, and S located?","Point P is located at (r, θ) = (1, T/2)
Point Q is located at (r, ε) = (3, π/4)
Point R is located at (r, ε) = (2, 5π/4)
Point S is located at (r, ε)",F01-2024-2up.pdf,concept
What is the relationship between a point's rectangular and polar coordinates?,"The relationship between a point's rectangular and polar coordinates is given by the equations:
x = r * cos(θ)
y = r * sin(θ)",F01-2024-2up.pdf,concept
What are cylindrical coordinates?,"Cylindrical coordinates are a way of describing a point's location in three-dimensional space using its radial distance r, its polar angle θ, and its z-coordinate.",F01-2024-2up.pdf,concept
What are the coordinates of a point in cylindrical coordinates called?,"The coordinates of a point in cylindrical coordinates are called its radial distance r, its polar angle θ, and its z-coordinate.",F01-2024-2up.pdf,concept
"What are the cylindrical coordinates of points P, Q, and R?","Point P is located at (r, θ, z) = (3, 0, 0)
Point Q is located at (r, θ, z) = (5, 7/4, 0)
Point R is located at (r, θ, z) = (0, π, 3)",F01-2024-2up.pdf,concept
"Point P in cylindrical coordinates: (r, θ, z)","(3, 0, 0)",F01-2024-2up.pdf,definition
"Point Q in cylindrical coordinates: (r, θ, z)","(5, 7/4, 0)",F01-2024-2up.pdf,definition
"Point R in cylindrical coordinates: (r, θ, z)","(0, π, 3)",F01-2024-2up.pdf,definition
Shape description: Tetrahedron with horns,"(1, 0, 0), (1.0, 0), (0, 1, 0), (0, 9, 1)",F01-2024-2up.pdf,list
"Polar coordinates: r, Φ",Point's polar coordinates in the half-plane with z-axis as boundary and containing the point,F01-2024-2up.pdf,definition
Polar coordinates: θ,Angle between positive x-axis and half-plane,F01-2024-2up.pdf,definition
"Point P's rectangular coordinates: (x, y, z)","(r, Φ, 9)",F01-2024-2up.pdf,definition
"Half-plane: Radius 2, centered at origin",,F01-2024-2up.pdf,concept
"Conic section: One-fourth of a cone with radius 2, centered at origin",,F01-2024-2up.pdf,concept
Relation between rectangular and polar coordinates: x and y,"r*sin(θ) = x, r*cos(θ) = y",F01-2024-2up.pdf,formula
Closed set: Point P,,F01-2024-2up.pdf,concept
Boundary point: Point P,,F01-2024-2up.pdf,concept
A circle centered around point P,En cirkelskiva (minus fandcirkeln) centrerad kring p.,F01-2024-2up.pdf,definition
An inner point of a set,En punkt P ar en inre punkt till en mangd om det finns en omgivning till p som ligger helt i mangden.,F01-2024-2up.pdf,definition
An exterior point of a set,En purikt ar en yttre purkt till en mangd om det finns en omgivnina till p som ligger helt utanfor mangden.,F01-2024-2up.pdf,definition
A point that is neither an inner nor an exterior point,En randpunkt ar en punkt som varken ar en inre eller yttre punkt.,F01-2024-2up.pdf,definition
A set,En mangd.,F01-2024-2up.pdf,term
The inequality J r ≥ 0 and θ = π/4 or θ = 5π/4,"J r≥ 0 , θ=π/4 eller θ= 5π/4",F01-2024-2up.pdf,formula
What is the definition of a point P and its surrounding circle?,A point P is surrounded by a circle (without its circumference) centered at P.,F01-2024-2up.pdf,concept
What are the three types of sets based on the properties of their boundary points?,"Open, closed, and bounded sets.",F01-2024-2up.pdf,concept
How do you draw the boundary of an open set?,Draw all the lines that lie entirely within the set.,F01-2024-2up.pdf,concept
"Which sets are open, closed, and compact in the given examples?","The third set is open, the first set is closed, and the second set is both closed and compact.",F01-2024-2up.pdf,concept
What is the symbol for a less than or equal to relationship?,<=,F01-2024-2up.pdf,concept
What is the inequality for the angle θ in the second example?,-π/6 <= θ <= 2π/3,F01-2024-2up.pdf,concept
What is the value of c in the fourth example?,,F01-2024-2up.pdf,concept
What is the condition for the radius r in the fifth example?,r >= 0,F01-2024-2up.pdf,concept
What are the conditions for the angle θ in the sixth example?,θ = π/4 or θ = 5π/4,F01-2024-2up.pdf,concept
What is the definition of an open set?,A set is open if all its boundary points belong to the set.,F01-2024-2up.pdf,concept
What is the definition of a closed set?,A set is closed if all its limit points belong to the set.,F01-2024-2up.pdf,concept
What is the definition of a bounded set?,A set is bounded if it is contained within a circle with a finite radius.,F01-2024-2up.pdf,concept
What is the definition of a compact set?,A set is compact if every open cover has a finite subcover.,F01-2024-2up.pdf,concept
What is the definition of a limit point?,"A limit point is a point that can be approached arbitrarily closely by points in a set, but is not necessarily an element of the set.",F01-2024-2up.pdf,concept
"What is the equation of a line with normal vector (a, b)?","The equation of a line with normal vector (a, b) is given by (x - x0)a + (y - yo)b = 0.",F00-23-2up.pdf,concept
What is a half plane with respect to a line α(ax + by + c) = 0?,"The half plane on one side of a line α(ax + by + c) = 0 is defined by ax + by + c ≥ 0 if the normal vector n = (a, b) points into the half plane.",F00-23-2up.pdf,concept
What is the equation of a circle with center at the origin and radius r?,The equation of a circle with center at the origin and radius r is given by x^2 + y^2 = r^2.,F00-23-2up.pdf,concept
What is the equation of a parabola with vertex at the origin and y-axis as the symmetry axis?,The equation of a parabola with vertex at the origin and y-axis as the symmetry axis is given by y = ±kx^2.,F00-23-2up.pdf,concept
What is the effect of replacing the equality sign in an equation with an inequality sign?,"Replacing the equality sign in an equation with an inequality sign changes the region of the plane that satisfies the equation. For example, the region of the plane that satisfies the inequality x^2 + y^2 < r^2 defines a circle with center at the origin and radius r.",F00-23-2up.pdf,concept
How do you shift a parabola by 5 units along the x-axis?,"Replace (x,y) with (x-a, y-b)",F00-23-2up.pdf,concept
What is the equation of a parabola that is a translation of the standard parabola by 5 units to the right and 3 units up?,y = x^2 + 2x + 3,F00-23-2up.pdf,concept
Sketch the parabolas given by their equations.,,F00-23-2up.pdf,concept
What is the scaling property of a parabola?,Scaling a parabola by a factor a in the x direction and b in the y direction scales the parabola by the factors a and b respectively.,F00-23-2up.pdf,concept
Find the x-coordinate of a point on the parabola x^2 + y^2 = 4 that corresponds to a point on the circle x^2 + y^2 = 16 with double the x-coordinate.,The x-coordinate of the corresponding point on the parabola is 4.,F00-23-2up.pdf,concept
Find the y-coordinate of a point on the parabola x^2 + y^2 = 4 that corresponds to a point on the circle x^2 + y^2 = 16 with double the y-coordinate.,The y-coordinate of the corresponding point on the parabola is 12.,F00-23-2up.pdf,concept
What is an ellipse?,An ellipse is a conic section obtained by scaling a circle.,F00-23-2up.pdf,concept
What are the axes of symmetry of an ellipse?,The major axis and the minor axis are the axes of symmetry of an ellipse.,F00-23-2up.pdf,concept
Graph the ellipse given by its equation.,,F00-23-2up.pdf,concept
What is the equation of an ellipse that is a scaling of the standard ellipse by a factor of 2 in the x direction and a factor of 3 in the y direction?,x^2/(4) + y^3/(9) = 1,F00-23-2up.pdf,concept
What are the symmetry axes of an ellipse called?,The symmetry axes of an ellipse are called the major axis and the minor axis.,F00-23-2up.pdf,concept
Sketch the ellipse given by its equation.,,F00-23-2up.pdf,concept
"What is the equation of a plane that contains the point (2, 3, 1) and has a normal vector of (2, 1, 2)?",2(x - 2) + 1(y - 3) + 2(z - 1) = 0,F00-23-2up.pdf,concept
"Does the point (x, y, z) lie on the plane with equation ax + by + cz = d?","Check if the dot product of (x, y, z) and the normal vector (a, b, c) is equal to d.",F00-23-2up.pdf,concept
What is the half-space defined by the inequality ax + by + cz >= d?,"The half-space defined by the inequality ax + by + cz >= d is the half-space on the side of the plane where the normal vector (a, b, c) points.",F00-23-2up.pdf,concept
"What is the equation of a plane passing through the point (2, 3, 1) on planet α and has a normal vector n = (a, b, c)?",The equation of the plane is given by (a(x - 2) + b(y - 3) + c(z - 1)) = 0.,F00-23-2up.pdf,concept
What is a half-plane?,"A half-plane is a plane that lies on one side of a boundary, which is called a half-line or a half-space.",F00-23-2up.pdf,concept
"What is the equation of the boundary plane of the half-plane containing the point (x, y, z) if the normal vector is n = (a, b, c)?","The equation of the boundary plane is given by α(x - x₀) + β(y - y₀) + γ(z - z₀) = 0, where n = (a, b, c) points into the half-plane.",F00-23-2up.pdf,concept
"How can you determine if a point (x, y, z) lies in a half-plane defined by the inequality (a(x - x₀) + b(y - y₀) + c(z - z₀) > 0)?","If the dot product (a, b, c) · (x - x₀, y - y₀, z - z₀) > 0, then the point (x, y, z) lies in the half-plane. Otherwise, it does not.",F00-23-2up.pdf,concept
What is the difference between a half-space and a half-plane?,"A half-space is an unbounded region in space, while a half-plane is a boundary that separates space into two half-spaces.",F00-23-2up.pdf,concept
What is the equation of a sphere with center at the origin and radius r?,The equation of a sphere with center at the origin and radius r is x² + y² + z² = r².,F00-23-2up.pdf,concept
